year,Amanda,Ashley,Betty,Deborah,Dorothy,Helen,Linda,Patricia
1261,421,0,5136,90,27415,32661,297,1078
1262,445,5,6639,89,28853,34249,291,1441
1263,397,0,8802,92,32034,36150,322,1760
1264,379,0,10107,70,31734,33705,282,2144
1265,379,0,14017,82,36645,35098,349,2502
1266,392,0,17637,94,39083,34819,367,3382
1267,341,0,20893,71,37711,32507,365,3902
1268,362,0,25990,118,39045,31492,423,4800
1269,341,0,30602,125,39996,31193,454,6958
1270,310,0,32817,82,38572,29168,438,8095
1271,310,0,32959,116,36614,26884,479,8590
1272,234,0,35422,91,35987,25316,516,10553
1273,247,0,36078,130,33728,22936,554,12332
1274,209,0,36669,161,31477,20983,509,13626
1275,196,0,38239,165,30404,19914,493,15749
1276,209,0,36102,158,26521,17657,534,16468
1277,213,0,34411,208,24968,16375,774,17991
1278,199,0,31526,243,22050,14645,786,18625
1279,189,0,31078,280,21280,14099,1001,20847
1280,211,0,28673,279,19400,12778,1197,22876
1281,192,0,25863,299,17668,12232,2439,23912
1282,176,0,25328,323,16571,11452,4380,26837
1283,192,7,25502,410,16348,10833,7047,27555
1284,185,0,23639,443,15170,10417,10714,29704
1285,218,0,22074,469,14874,10201,18368,32661
1286,223,6,20900,608,14561,9889,23715,36901
1287,295,8,21654,676,15032,10013,31611,39454
1288,284,10,21595,788,14785,9799,38437,39620
1289,238,12,19757,1293,13378,8693,38411,36872
1290,280,10,18383,1464,12328,8300,41464,35840
1291,274,7,19714,2470,12796,8852,52708,46295
1292,310,11,18962,5838,12751,8978,99680,51274
1293,306,13,16622,11246,11326,8305,96211,46135
1294,333,11,14946,19208,10406,7709,91010,46337
1295,379,15,13614,29073,9555,7060,80439,47952
1296,409,15,12820,42045,9082,6945,73947,56433
1297,418,24,12125,49809,8608,6470,67092,53090
1298,428,15,11367,52196,8154,6120,61264,51007
1299,428,21,10615,54674,7791,5940,55371,49133
1300,452,8,9928,52314,7241,5596,51279,46210
1301,643,25,9213,47829,6862,5279,48067,43332
1302,667,27,8474,40065,6401,5015,44495,39277
1303,796,38,7709,32936,5539,4763,41898,37932
1304,858,37,7317,29552,5238,4378,40409,35221
1305,977,57,6503,25269,5077,4069,37314,32107
1306,1057,80,5580,24092,4726,3855,35574,28867
1307,948,95,4765,22893,4075,3587,31462,26538
1308,1035,108,4154,21062,3791,3340,27715,25363
1309,1275,180,4067,19306,3535,3095,23633,26087
1310,1650,218,3565,17083,2960,2804,19339,23551
1311,2329,263,2948,16250,2667,2449,15560,20115
1312,2663,386,2543,14007,2316,2153,13199,17746
1313,2430,544,2134,12286,2084,1881,11368,15806
1314,2817,643,2133,11186,1778,1857,10248,14957
1315,3550,932,1967,9853,1802,1715,8734,13404
1316,4133,1164,1763,8675,1626,1441,7379,11466
1317,4181,1176,1366,6279,1277,1245,5746,9602
1318,5627,1253,1323,4984,1175,1133,4735,8477
1319,7476,1626,1130,4345,1100,1140,4085,8040
1320,12653,1988,1021,3415,975,1057,3525,7056
1321,15591,2292,908,2994,983,942,3141,6017
1322,18280,2706,807,2677,934,992,2909,5907
1323,20522,3484,715,2479,913,922,2936,5498
1324,31927,4450,711,2181,889,879,2739,5651
1325,35819,7296,658,1938,895,909,2805,5309
1326,34373,8877,662,1905,787,896,2730,5285
1327,34210,14851,635,1842,828,875,2787,5167
1328,33754,33290,563,1605,759,844,2473,4922
1329,33906,38759,503,1468,682,859,2334,4475
1330,39050,47007,502,1401,719,809,2113,4398
1331,40522,49674,407,1284,629,766,1951,4246
1332,41786,54845,435,1203,614,815,1929,3913
1333,39451,49963,395,1056,608,775,1844,3798
1334,36827,47585,399,1076,620,857,1844,3606
1335,34405,45553,406,1094,596,861,1658,3578
1336,28887,43482,345,1014,498,773,1608,3418
1337,25034,38452,296,919,508,827,1580,2951
1338,20809,34847,292,797,476,868,1487,2660
1339,18715,30278,275,740,442,848,1281,2363
1340,16345,26603,234,660,376,837,1233,2160
1341,13973,23676,217,633,350,900,987,1970
1342,12239,20895,189,638,315,812,1095,1781
1343,10908,19871,194,553,312,832,970,1704
1344,9741,18132,182,524,335,841,898,1532
1345,8550,17997,174,545,312,890,849,1392
1346,6963,16524,153,489,317,884,837,1223
1347,6132,15339,127,474,263,875,769,1113
1348,5339,14512,142,421,291,783,739,1011
1349,4677,14370,136,427,288,860,727,997
1350,4088,13270,132,425,234,960,745,877
1351,3355,12340,135,423,265,948,698,775
1352,3038,11423,134,371,262,931,659,725
1353,2439,9402,137,355,242,884,611,629
1354,1952,7811,148,346,226,826,550,564
1355,1655,6306,132,354,240,703,476,479
1356,1409,5398,167,332,276,729,488,427
1357,1228,4696,140,336,277,772,448,394
1358,1064,3936,174,329,334,738,441,419
1359,1048,3547,193,369,382,801,470,377
1360,1013,3409,186,346,395,757,423,346
1361,241,0,117,12,112,636,27,0
1362,263,0,112,14,109,612,38,0
1363,288,0,123,15,115,838,36,0
1364,287,0,120,16,141,862,49,0
1365,337,0,144,13,163,986,33,6
1366,339,0,155,10,196,1134,60,5
1367,370,0,167,10,230,1267,49,8
1368,338,0,178,15,272,1405,50,10
1369,404,0,214,26,373,1847,77,12
1370,413,0,189,12,377,1909,74,17
1371,392,0,216,24,458,2312,54,11
1372,371,0,239,15,566,2417,78,12
1373,455,0,255,16,626,2936,83,21
1374,387,0,298,24,821,3249,82,28
1375,418,0,298,18,1052,3676,94,36
1376,431,0,350,13,1127,4023,96,35
1377,367,0,342,18,1366,4392,104,37
1378,354,0,367,23,1472,4519,81,49
1379,371,0,421,21,1671,5230,102,47
1380,326,0,410,11,1687,5048,98,56
1381,377,0,664,26,2491,6343,126,89
1382,317,0,474,21,2173,5247,86,68
1383,301,0,580,21,2707,5967,91,85
1384,247,0,596,21,3078,6129,90,79
1385,294,0,707,23,3477,6488,101,124
1386,311,0,807,18,3937,6811,106,121
1387,260,0,865,25,4326,7176,98,157
1388,285,0,1018,21,4967,7579,102,177
1389,260,0,1128,25,5703,8439,93,205
1390,271,0,1082,26,6253,9250,105,233
1391,278,0,1389,33,7318,10479,137,316
1392,280,0,1456,36,8869,11802,130,325
1393,310,0,2011,32,12645,16133,189,504
1394,346,0,2239,42,14674,18889,238,588
1395,375,0,2933,62,18782,23221,219,656
1396,412,0,4182,106,25154,30866,290,895
1397,421,0,5136,90,27415,32661,297,1078
1398,445,5,6639,89,28853,34249,291,1441
1399,397,0,8802,92,32034,36150,322,1760
1400,379,0,10107,70,31734,33705,282,2144
1401,379,0,14017,82,36645,35098,349,2502
1402,392,0,17637,94,39083,34819,367,3382
1403,341,0,20893,71,37711,32507,365,3902
1404,362,0,25990,118,39045,31492,423,4800
1405,341,0,30602,125,39996,31193,454,6958
1406,310,0,32817,82,38572,29168,438,8095
1407,310,0,32959,116,36614,26884,479,8590
1408,234,0,35422,91,35987,25316,516,10553
1409,247,0,36078,130,33728,22936,554,12332
1410,209,0,36669,161,31477,20983,509,13626
1411,196,0,38239,165,30404,19914,493,15749
1412,209,0,36102,158,26521,17657,534,16468
1413,213,0,34411,208,24968,16375,774,17991
1414,199,0,31526,243,22050,14645,786,18625
1415,189,0,31078,280,21280,14099,1001,20847
1416,211,0,28673,279,19400,12778,1197,22876
1417,192,0,25863,299,17668,12232,2439,23912
1418,176,0,25328,323,16571,11452,4380,26837
1419,192,7,25502,410,16348,10833,7047,27555
1420,185,0,23639,443,15170,10417,10714,29704
1421,218,0,22074,469,14874,10201,18368,32661
1422,223,6,20900,608,14561,9889,23715,36901
1423,295,8,21654,676,15032,10013,31611,39454
1424,284,10,21595,788,14785,9799,38437,39620
1425,238,12,19757,1293,13378,8693,38411,36872
1426,280,10,18383,1464,12328,8300,41464,35840
1427,274,7,19714,2470,12796,8852,52708,46295
1428,310,11,18962,5838,12751,8978,99680,51274
1429,306,13,16622,11246,11326,8305,96211,46135
1430,333,11,14946,19208,10406,7709,91010,46337
1431,379,15,13614,29073,9555,7060,80439,47952
1432,409,15,12820,42045,9082,6945,73947,56433
1433,418,24,12125,49809,8608,6470,67092,53090
1434,428,15,11367,52196,8154,6120,61264,51007
1435,428,21,10615,54674,7791,5940,55371,49133
1436,452,8,9928,52314,7241,5596,51279,46210
1437,643,25,9213,47829,6862,5279,48067,43332
1438,667,27,8474,40065,6401,5015,44495,39277
1439,796,38,7709,32936,5539,4763,41898,37932
1440,858,37,7317,29552,5238,4378,40409,35221
1441,977,57,6503,25269,5077,4069,37314,32107
1442,1057,80,5580,24092,4726,3855,35574,28867
1443,948,95,4765,22893,4075,3587,31462,26538
1444,1035,108,4154,21062,3791,3340,27715,25363
1445,1275,180,4067,19306,3535,3095,23633,26087
1446,1650,218,3565,17083,2960,2804,19339,23551
1447,2329,263,2948,16250,2667,2449,15560,20115
1448,2663,386,2543,14007,2316,2153,13199,17746
1449,2430,544,2134,12286,2084,1881,11368,15806
1450,2817,643,2133,11186,1778,1857,10248,14957
1451,3550,932,1967,9853,1802,1715,8734,13404
1452,4133,1164,1763,8675,1626,1441,7379,11466
1453,4181,1176,1366,6279,1277,1245,5746,9602
1454,5627,1253,1323,4984,1175,1133,4735,8477
1455,7476,1626,1130,4345,1100,1140,4085,8040
1456,12653,1988,1021,3415,975,1057,3525,7056
1457,15591,2292,908,2994,983,942,3141,6017
1458,18280,2706,807,2677,934,992,2909,5907
1459,20522,3484,715,2479,913,922,2936,5498
1460,31927,4450,711,2181,889,879,2739,5651
1461,35819,7296,658,1938,895,909,2805,5309
1462,34373,8877,662,1905,787,896,2730,5285
1463,34210,14851,635,1842,828,875,2787,5167
1464,33754,33290,563,1605,759,844,2473,4922
1465,33906,38759,503,1468,682,859,2334,4475
1466,39050,47007,502,1401,719,809,2113,4398
1467,40522,49674,407,1284,629,766,1951,4246
1468,41786,54845,435,1203,614,815,1929,3913
1469,39451,49963,395,1056,608,775,1844,3798
1470,36827,47585,399,1076,620,857,1844,3606
1471,34405,45553,406,1094,596,861,1658,3578
1472,28887,43482,345,1014,498,773,1608,3418
1473,25034,38452,296,919,508,827,1580,2951
1474,20809,34847,292,797,476,868,1487,2660
1475,18715,30278,275,740,442,848,1281,2363
1476,16345,26603,234,660,376,837,1233,2160
1477,13973,23676,217,633,350,900,987,1970
1478,12239,20895,189,638,315,812,1095,1781
1479,10908,19871,194,553,312,832,970,1704
1480,9741,18132,182,524,335,841,898,1532
1481,8550,17997,174,545,312,890,849,1392
1482,6963,16524,153,489,317,884,837,1223
1483,6132,15339,127,474,263,875,769,1113
1484,5339,14512,142,421,291,783,739,1011
1485,4677,14370,136,427,288,860,727,997
1486,4088,13270,132,425,234,960,745,877
1487,3355,12340,135,423,265,948,698,775
1488,3038,11423,134,371,262,931,659,725
1489,2439,9402,137,355,242,884,611,629
1490,1952,7811,148,346,226,826,550,564
1491,1655,6306,132,354,240,703,476,479
1492,1409,5398,167,332,276,729,488,427
1493,1228,4696,140,336,277,772,448,394
1494,1064,3936,174,329,334,738,441,419
1495,1048,3547,193,369,382,801,470,377
1496,1013,3409,186,346,395,757,423,346
1497,241,0,117,12,112,636,27,0
1498,263,0,112,14,109,612,38,0
1499,288,0,123,15,115,838,36,0
1500,287,0,120,16,141,862,49,0
1501,337,0,144,13,163,986,33,6
1502,339,0,155,10,196,1134,60,5
1503,370,0,167,10,230,1267,49,8
1504,338,0,178,15,272,1405,50,10
1505,404,0,214,26,373,1847,77,12
1506,413,0,189,12,377,1909,74,17
1507,392,0,216,24,458,2312,54,11
1508,371,0,239,15,566,2417,78,12
1509,455,0,255,16,626,2936,83,21
1510,387,0,298,24,821,3249,82,28
1511,418,0,298,18,1052,3676,94,36
1512,431,0,350,13,1127,4023,96,35
1513,367,0,342,18,1366,4392,104,37
1514,354,0,367,23,1472,4519,81,49
1515,371,0,421,21,1671,5230,102,47
1516,326,0,410,11,1687,5048,98,56
1517,377,0,664,26,2491,6343,126,89
1518,317,0,474,21,2173,5247,86,68
1519,301,0,580,21,2707,5967,91,85
1520,247,0,596,21,3078,6129,90,79
1521,294,0,707,23,3477,6488,101,124
1522,311,0,807,18,3937,6811,106,121
1523,260,0,865,25,4326,7176,98,157
1524,285,0,1018,21,4967,7579,102,177
1525,260,0,1128,25,5703,8439,93,205
1526,271,0,1082,26,6253,9250,105,233
1527,278,0,1389,33,7318,10479,137,316
1528,280,0,1456,36,8869,11802,130,325
1529,310,0,2011,32,12645,16133,189,504
1530,346,0,2239,42,14674,18889,238,588
1531,375,0,2933,62,18782,23221,219,656
1532,412,0,4182,106,25154,30866,290,895
1533,421,0,5136,90,27415,32661,297,1078
1534,445,5,6639,89,28853,34249,291,1441
1535,397,0,8802,92,32034,36150,322,1760
1536,379,0,10107,70,31734,33705,282,2144
1537,379,0,14017,82,36645,35098,349,2502
1538,392,0,17637,94,39083,34819,367,3382
1539,341,0,20893,71,37711,32507,365,3902
1540,362,0,25990,118,39045,31492,423,4800
1541,341,0,30602,125,39996,31193,454,6958
1542,310,0,32817,82,38572,29168,438,8095
1543,310,0,32959,116,36614,26884,479,8590
1544,234,0,35422,91,35987,25316,516,10553
1545,247,0,36078,130,33728,22936,554,12332
1546,209,0,36669,161,31477,20983,509,13626
1547,196,0,38239,165,30404,19914,493,15749
1548,209,0,36102,158,26521,17657,534,16468
1549,213,0,34411,208,24968,16375,774,17991
1550,199,0,31526,243,22050,14645,786,18625
1551,189,0,31078,280,21280,14099,1001,20847
1552,211,0,28673,279,19400,12778,1197,22876
1553,192,0,25863,299,17668,12232,2439,23912
1554,176,0,25328,323,16571,11452,4380,26837
1555,192,7,25502,410,16348,10833,7047,27555
1556,185,0,23639,443,15170,10417,10714,29704
1557,218,0,22074,469,14874,10201,18368,32661
1558,223,6,20900,608,14561,9889,23715,36901
1559,295,8,21654,676,15032,10013,31611,39454
1560,284,10,21595,788,14785,9799,38437,39620
1561,238,12,19757,1293,13378,8693,38411,36872
1562,280,10,18383,1464,12328,8300,41464,35840
1563,274,7,19714,2470,12796,8852,52708,46295
1564,310,11,18962,5838,12751,8978,99680,51274
1565,306,13,16622,11246,11326,8305,96211,46135
1566,333,11,14946,19208,10406,7709,91010,46337
1567,379,15,13614,29073,9555,7060,80439,47952
1568,409,15,12820,42045,9082,6945,73947,56433
1569,418,24,12125,49809,8608,6470,67092,53090
1570,428,15,11367,52196,8154,6120,61264,51007
1571,428,21,10615,54674,7791,5940,55371,49133
1572,452,8,9928,52314,7241,5596,51279,46210
1573,643,25,9213,47829,6862,5279,48067,43332
1574,667,27,8474,40065,6401,5015,44495,39277
1575,796,38,7709,32936,5539,4763,41898,37932
1576,858,37,7317,29552,5238,4378,40409,35221
1577,977,57,6503,25269,5077,4069,37314,32107
1578,1057,80,5580,24092,4726,3855,35574,28867
1579,948,95,4765,22893,4075,3587,31462,26538
1580,1035,108,4154,21062,3791,3340,27715,25363
1581,1275,180,4067,19306,3535,3095,23633,26087
1582,1650,218,3565,17083,2960,2804,19339,23551
1583,2329,263,2948,16250,2667,2449,15560,20115
1584,2663,386,2543,14007,2316,2153,13199,17746
1585,2430,544,2134,12286,2084,1881,11368,15806
1586,2817,643,2133,11186,1778,1857,10248,14957
1587,3550,932,1967,9853,1802,1715,8734,13404
1588,4133,1164,1763,8675,1626,1441,7379,11466
1589,4181,1176,1366,6279,1277,1245,5746,9602
1590,5627,1253,1323,4984,1175,1133,4735,8477
1591,7476,1626,1130,4345,1100,1140,4085,8040
1592,12653,1988,1021,3415,975,1057,3525,7056
1593,15591,2292,908,2994,983,942,3141,6017
1594,18280,2706,807,2677,934,992,2909,5907
1595,20522,3484,715,2479,913,922,2936,5498
1596,31927,4450,711,2181,889,879,2739,5651
1597,35819,7296,658,1938,895,909,2805,5309
1598,34373,8877,662,1905,787,896,2730,5285
1599,34210,14851,635,1842,828,875,2787,5167
1600,33754,33290,563,1605,759,844,2473,4922
1601,33906,38759,503,1468,682,859,2334,4475
1602,39050,47007,502,1401,719,809,2113,4398
1603,40522,49674,407,1284,629,766,1951,4246
1604,41786,54845,435,1203,614,815,1929,3913
1605,39451,49963,395,1056,608,775,1844,3798
1606,36827,47585,399,1076,620,857,1844,3606
1607,34405,45553,406,1094,596,861,1658,3578
1608,28887,43482,345,1014,498,773,1608,3418
1609,25034,38452,296,919,508,827,1580,2951
1610,20809,34847,292,797,476,868,1487,2660
1611,18715,30278,275,740,442,848,1281,2363
1612,16345,26603,234,660,376,837,1233,2160
1613,13973,23676,217,633,350,900,987,1970
1614,12239,20895,189,638,315,812,1095,1781
1615,10908,19871,194,553,312,832,970,1704
1616,9741,18132,182,524,335,841,898,1532
1617,8550,17997,174,545,312,890,849,1392
1618,6963,16524,153,489,317,884,837,1223
1619,6132,15339,127,474,263,875,769,1113
1620,5339,14512,142,421,291,783,739,1011
1621,4677,14370,136,427,288,860,727,997
1622,4088,13270,132,425,234,960,745,877
1623,3355,12340,135,423,265,948,698,775
1624,3038,11423,134,371,262,931,659,725
1625,2439,9402,137,355,242,884,611,629
1626,1952,7811,148,346,226,826,550,564
1627,1655,6306,132,354,240,703,476,479
1628,1409,5398,167,332,276,729,488,427
1629,1228,4696,140,336,277,772,448,394
1630,1064,3936,174,329,334,738,441,419
1631,1048,3547,193,369,382,801,470,377
1632,1013,3409,186,346,395,757,423,346
1633,241,0,117,12,112,636,27,0
1634,263,0,112,14,109,612,38,0
1635,288,0,123,15,115,838,36,0
1636,287,0,120,16,141,862,49,0
1637,337,0,144,13,163,986,33,6
1638,339,0,155,10,196,1134,60,5
1639,370,0,167,10,230,1267,49,8
1640,338,0,178,15,272,1405,50,10
1641,404,0,214,26,373,1847,77,12
1642,413,0,189,12,377,1909,74,17
1643,392,0,216,24,458,2312,54,11
1644,371,0,239,15,566,2417,78,12
1645,455,0,255,16,626,2936,83,21
1646,387,0,298,24,821,3249,82,28
1647,418,0,298,18,1052,3676,94,36
1648,431,0,350,13,1127,4023,96,35
1649,367,0,342,18,1366,4392,104,37
1650,354,0,367,23,1472,4519,81,49
1651,371,0,421,21,1671,5230,102,47
1652,326,0,410,11,1687,5048,98,56
1653,377,0,664,26,2491,6343,126,89
1654,317,0,474,21,2173,5247,86,68
1655,301,0,580,21,2707,5967,91,85
1656,247,0,596,21,3078,6129,90,79
1657,294,0,707,23,3477,6488,101,124
1658,311,0,807,18,3937,6811,106,121
1659,260,0,865,25,4326,7176,98,157
1660,285,0,1018,21,4967,7579,102,177
1661,260,0,1128,25,5703,8439,93,205
1662,271,0,1082,26,6253,9250,105,233
1663,278,0,1389,33,7318,10479,137,316
1664,280,0,1456,36,8869,11802,130,325
1665,310,0,2011,32,12645,16133,189,504
1666,346,0,2239,42,14674,18889,238,588
1667,375,0,2933,62,18782,23221,219,656
1668,412,0,4182,106,25154,30866,290,895
1669,421,0,5136,90,27415,32661,297,1078
1670,445,5,6639,89,28853,34249,291,1441
1671,397,0,8802,92,32034,36150,322,1760
1672,379,0,10107,70,31734,33705,282,2144
1673,379,0,14017,82,36645,35098,349,2502
1674,392,0,17637,94,39083,34819,367,3382
1675,341,0,20893,71,37711,32507,365,3902
1676,362,0,25990,118,39045,31492,423,4800
1677,341,0,30602,125,39996,31193,454,6958
1678,310,0,32817,82,38572,29168,438,8095
1679,310,0,32959,116,36614,26884,479,8590
1680,234,0,35422,91,35987,25316,516,10553
1681,247,0,36078,130,33728,22936,554,12332
1682,209,0,36669,161,31477,20983,509,13626
1683,196,0,38239,165,30404,19914,493,15749
1684,209,0,36102,158,26521,17657,534,16468
1685,213,0,34411,208,24968,16375,774,17991
1686,199,0,31526,243,22050,14645,786,18625
1687,189,0,31078,280,21280,14099,1001,20847
1688,211,0,28673,279,19400,12778,1197,22876
1689,192,0,25863,299,17668,12232,2439,23912
1690,176,0,25328,323,16571,11452,4380,26837
1691,192,7,25502,410,16348,10833,7047,27555
1692,185,0,23639,443,15170,10417,10714,29704
1693,218,0,22074,469,14874,10201,18368,32661
1694,223,6,20900,608,14561,9889,23715,36901
1695,295,8,21654,676,15032,10013,31611,39454
1696,284,10,21595,788,14785,9799,38437,39620
1697,238,12,19757,1293,13378,8693,38411,36872
1698,280,10,18383,1464,12328,8300,41464,35840
1699,274,7,19714,2470,12796,8852,52708,46295
1700,310,11,18962,5838,12751,8978,99680,51274
1701,306,13,16622,11246,11326,8305,96211,46135
1702,333,11,14946,19208,10406,7709,91010,46337
1703,379,15,13614,29073,9555,7060,80439,47952
1704,409,15,12820,42045,9082,6945,73947,56433
1705,418,24,12125,49809,8608,6470,67092,53090
1706,428,15,11367,52196,8154,6120,61264,51007
1707,428,21,10615,54674,7791,5940,55371,49133
1708,452,8,9928,52314,7241,5596,51279,46210
1709,643,25,9213,47829,6862,5279,48067,43332
1710,667,27,8474,40065,6401,5015,44495,39277
1711,796,38,7709,32936,5539,4763,41898,37932
1712,858,37,7317,29552,5238,4378,40409,35221
1713,977,57,6503,25269,5077,4069,37314,32107
1714,1057,80,5580,24092,4726,3855,35574,28867
1715,948,95,4765,22893,4075,3587,31462,26538
1716,1035,108,4154,21062,3791,3340,27715,25363
1717,1275,180,4067,19306,3535,3095,23633,26087
1718,1650,218,3565,17083,2960,2804,19339,23551
1719,2329,263,2948,16250,2667,2449,15560,20115
1720,2663,386,2543,14007,2316,2153,13199,17746
1721,2430,544,2134,12286,2084,1881,11368,15806
1722,2817,643,2133,11186,1778,1857,10248,14957
1723,3550,932,1967,9853,1802,1715,8734,13404
1724,4133,1164,1763,8675,1626,1441,7379,11466
1725,4181,1176,1366,6279,1277,1245,5746,9602
1726,5627,1253,1323,4984,1175,1133,4735,8477
1727,7476,1626,1130,4345,1100,1140,4085,8040
1728,12653,1988,1021,3415,975,1057,3525,7056
1729,15591,2292,908,2994,983,942,3141,6017
1730,18280,2706,807,2677,934,992,2909,5907
1731,20522,3484,715,2479,913,922,2936,5498
1732,31927,4450,711,2181,889,879,2739,5651
1733,35819,7296,658,1938,895,909,2805,5309
1734,34373,8877,662,1905,787,896,2730,5285
1735,34210,14851,635,1842,828,875,2787,5167
1736,33754,33290,563,1605,759,844,2473,4922
1737,33906,38759,503,1468,682,859,2334,4475
1738,39050,47007,502,1401,719,809,2113,4398
1739,40522,49674,407,1284,629,766,1951,4246
1740,41786,54845,435,1203,614,815,1929,3913
1741,39451,49963,395,1056,608,775,1844,3798
1742,36827,47585,399,1076,620,857,1844,3606
1743,34405,45553,406,1094,596,861,1658,3578
1744,28887,43482,345,1014,498,773,1608,3418
1745,25034,38452,296,919,508,827,1580,2951
1746,20809,34847,292,797,476,868,1487,2660
1747,18715,30278,275,740,442,848,1281,2363
1748,16345,26603,234,660,376,837,1233,2160
1749,13973,23676,217,633,350,900,987,1970
1750,12239,20895,189,638,315,812,1095,1781
1751,10908,19871,194,553,312,832,970,1704
1752,9741,18132,182,524,335,841,898,1532
1753,8550,17997,174,545,312,890,849,1392
1754,6963,16524,153,489,317,884,837,1223
1755,6132,15339,127,474,263,875,769,1113
1756,5339,14512,142,421,291,783,739,1011
1757,4677,14370,136,427,288,860,727,997
1758,4088,13270,132,425,234,960,745,877
1759,3355,12340,135,423,265,948,698,775
1760,3038,11423,134,371,262,931,659,725
1761,2439,9402,137,355,242,884,611,629
1762,1952,7811,148,346,226,826,550,564
1763,1655,6306,132,354,240,703,476,479
1764,1409,5398,167,332,276,729,488,427
1765,1228,4696,140,336,277,772,448,394
1766,1064,3936,174,329,334,738,441,419
1767,1048,3547,193,369,382,801,470,377
1768,1013,3409,186,346,395,757,423,346
1769,241,0,117,12,112,636,27,0
1770,263,0,112,14,109,612,38,0
1771,288,0,123,15,115,838,36,0
1772,287,0,120,16,141,862,49,0
1773,337,0,144,13,163,986,33,6
1774,339,0,155,10,196,1134,60,5
1775,370,0,167,10,230,1267,49,8
1776,338,0,178,15,272,1405,50,10
1777,404,0,214,26,373,1847,77,12
1778,413,0,189,12,377,1909,74,17
1779,392,0,216,24,458,2312,54,11
1780,371,0,239,15,566,2417,78,12
1781,455,0,255,16,626,2936,83,21
1782,387,0,298,24,821,3249,82,28
1783,418,0,298,18,1052,3676,94,36
1784,431,0,350,13,1127,4023,96,35
1785,367,0,342,18,1366,4392,104,37
1786,354,0,367,23,1472,4519,81,49
1787,371,0,421,21,1671,5230,102,47
1788,326,0,410,11,1687,5048,98,56
1789,377,0,664,26,2491,6343,126,89
1790,317,0,474,21,2173,5247,86,68
1791,301,0,580,21,2707,5967,91,85
1792,247,0,596,21,3078,6129,90,79
1793,294,0,707,23,3477,6488,101,124
1794,311,0,807,18,3937,6811,106,121
1795,260,0,865,25,4326,7176,98,157
1796,285,0,1018,21,4967,7579,102,177
1797,260,0,1128,25,5703,8439,93,205
1798,271,0,1082,26,6253,9250,105,233
1799,278,0,1389,33,7318,10479,137,316
1800,280,0,1456,36,8869,11802,130,325
1801,310,0,2011,32,12645,16133,189,504
1802,346,0,2239,42,14674,18889,238,588
1803,375,0,2933,62,18782,23221,219,656
1804,412,0,4182,106,25154,30866,290,895
1805,421,0,5136,90,27415,32661,297,1078
1806,445,5,6639,89,28853,34249,291,1441
1807,397,0,8802,92,32034,36150,322,1760
1808,379,0,10107,70,31734,33705,282,2144
1809,379,0,14017,82,36645,35098,349,2502
1810,392,0,17637,94,39083,34819,367,3382
1811,341,0,20893,71,37711,32507,365,3902
1812,362,0,25990,118,39045,31492,423,4800
1813,341,0,30602,125,39996,31193,454,6958
1814,310,0,32817,82,38572,29168,438,8095
1815,310,0,32959,116,36614,26884,479,8590
1816,234,0,35422,91,35987,25316,516,10553
1817,247,0,36078,130,33728,22936,554,12332
1818,209,0,36669,161,31477,20983,509,13626
1819,196,0,38239,165,30404,19914,493,15749
1820,209,0,36102,158,26521,17657,534,16468
1821,213,0,34411,208,24968,16375,774,17991
1822,199,0,31526,243,22050,14645,786,18625
1823,189,0,31078,280,21280,14099,1001,20847
1824,211,0,28673,279,19400,12778,1197,22876
1825,192,0,25863,299,17668,12232,2439,23912
1826,176,0,25328,323,16571,11452,4380,26837
1827,192,7,25502,410,16348,10833,7047,27555
1828,185,0,23639,443,15170,10417,10714,29704
1829,218,0,22074,469,14874,10201,18368,32661
1830,223,6,20900,608,14561,9889,23715,36901
1831,295,8,21654,676,15032,10013,31611,39454
1832,284,10,21595,788,14785,9799,38437,39620
1833,238,12,19757,1293,13378,8693,38411,36872
1834,280,10,18383,1464,12328,8300,41464,35840
1835,274,7,19714,2470,12796,8852,52708,46295
1836,310,11,18962,5838,12751,8978,99680,51274
1837,306,13,16622,11246,11326,8305,96211,46135
1838,333,11,14946,19208,10406,7709,91010,46337
1839,379,15,13614,29073,9555,7060,80439,47952
1840,409,15,12820,42045,9082,6945,73947,56433
1841,418,24,12125,49809,8608,6470,67092,53090
1842,428,15,11367,52196,8154,6120,61264,51007
1843,428,21,10615,54674,7791,5940,55371,49133
1844,452,8,9928,52314,7241,5596,51279,46210
1845,643,25,9213,47829,6862,5279,48067,43332
1846,667,27,8474,40065,6401,5015,44495,39277
1847,796,38,7709,32936,5539,4763,41898,37932
1848,858,37,7317,29552,5238,4378,40409,35221
1849,977,57,6503,25269,5077,4069,37314,32107
1850,1057,80,5580,24092,4726,3855,35574,28867
1851,948,95,4765,22893,4075,3587,31462,26538
1852,1035,108,4154,21062,3791,3340,27715,25363
1853,1275,180,4067,19306,3535,3095,23633,26087
1854,1650,218,3565,17083,2960,2804,19339,23551
1855,2329,263,2948,16250,2667,2449,15560,20115
1856,2663,386,2543,14007,2316,2153,13199,17746
1857,2430,544,2134,12286,2084,1881,11368,15806
1858,2817,643,2133,11186,1778,1857,10248,14957
1859,3550,932,1967,9853,1802,1715,8734,13404
1860,4133,1164,1763,8675,1626,1441,7379,11466
1861,4181,1176,1366,6279,1277,1245,5746,9602
1862,5627,1253,1323,4984,1175,1133,4735,8477
1863,7476,1626,1130,4345,1100,1140,4085,8040
